,id,question.question_concept,question.choices,question.stem,keywords
907,c1f19986690f34a065448f7e685226c3,waiting room,"[{'label': 'A', 'text': 'hospitals'}, {'label': 'B', 'text': 'maternity ward'}, {'label': 'C', 'text': ""doctor's office""}, {'label': 'D', 'text': 'school'}, {'label': 'E', 'text': 'airport'}]",Where is someone likely to be bored in a waiting room for something routine?,"['room', 'bored', 'waiting', 'routine', 'likely']"
908,cb2657f4073a4a2950f6303c8297960a,orchestra pit,"[{'label': 'A', 'text': 'theatre'}, {'label': 'B', 'text': 'butt'}, {'label': 'C', 'text': 'stadium'}, {'label': 'D', 'text': 'auditorium'}, {'label': 'E', 'text': 'opera house'}]",Sally sat too close to the orchestra pit and couldn't hear anything from the stage.  She was  really dissapointed because  the archetect didn't think about where to put the place where she was sitting. What is that place called?,"['place', 'sitting', 'orchestra', 'stage', 'pit']"
909,9d0802f590601881a592c3e7fc1c8a48,thermometer,"[{'label': 'A', 'text': 'box'}, {'label': 'B', 'text': 'report on temperature'}, {'label': 'C', 'text': 'cabinet'}, {'label': 'D', 'text': 'drawer'}, {'label': 'E', 'text': 'hospital'}]",What kind of furniture could you keep a thermometer in?,"['thermometer', 'furniture', 'kind']"
910,c949aae7dddff5f3421bd4f10326a057,diaphragm,"[{'label': 'A', 'text': 'drugstore'}, {'label': 'B', 'text': ""woman's body""}, {'label': 'C', 'text': 'human'}, {'label': 'D', 'text': 'drugstore'}, {'label': 'E', 'text': ""person's chest""}]",What could you find a diaphragm in?,['diaphragm']
911,b399eb649f8b4a5405a20ed862d1f698,space shuttle,"[{'label': 'A', 'text': 'traffic'}, {'label': 'B', 'text': 'solar system'}, {'label': 'C', 'text': 'orbit'}, {'label': 'D', 'text': 'universe'}, {'label': 'E', 'text': 'cape canaveral'}]","The space shuttle was stuck near the planet, what was it stuck in?","['shuttle', 'stuck', 'planet', 'space', 'near']"
912,16db05e2eb539834abea0440edf95f42,student,"[{'label': 'A', 'text': 'class room'}, {'label': 'B', 'text': 'college class'}, {'label': 'C', 'text': 'library'}, {'label': 'D', 'text': 'every aspect of life'}, {'label': 'E', 'text': 'university'}]",When they leave home a student is responsible for what?,"['student', 'responsible', 'home', 'leave']"
913,c22417169bc8dfd986b6ef7919288621,meat,"[{'label': 'A', 'text': 'kitchen'}, {'label': 'B', 'text': 'freezer'}, {'label': 'C', 'text': 'butcher shop'}, {'label': 'D', 'text': 'frying pan'}, {'label': 'E', 'text': 'fridge'}]",Where is meat often prepared?,"['meat', 'prepared']"
914,0f3ee708d558f2de3fb6838b3eb8aebf,taking break,"[{'label': 'A', 'text': 'not working'}, {'label': 'B', 'text': 'sitting down'}, {'label': 'C', 'text': 'relaxation'}, {'label': 'D', 'text': 'vacation'}, {'label': 'E', 'text': 'renewal'}]","If you're talking a break from employment, then what are you probably doing?","['break', 'employment', 'talking', 'doing', 'probably']"
915,938ae69a9c1a8e8d0a8522717dcc60dc,heat source,"[{'label': 'A', 'text': 'coal or wood'}, {'label': 'B', 'text': 'solar energy'}, {'label': 'C', 'text': 'energy'}, {'label': 'D', 'text': 'fire'}, {'label': 'E', 'text': 'house'}]",What heat source was commonly used in early steam engines?,"['engines', 'heat', 'steam', 'commonly', 'used']"
916,28e3349754bba5df126075aa14492c53,person,"[{'label': 'A', 'text': 'hide'}, {'label': 'B', 'text': 'read text'}, {'label': 'C', 'text': 'play dumb'}, {'label': 'D', 'text': 'enjoy learning'}, {'label': 'E', 'text': 'cross street'}]",What does a person do when they don't want someone to know that they know something?,"['know', 'person', 'don', 'want', 'does']"
917,ad0d5804fc7b844ccba97aac6fde3cae,talking,"[{'label': 'A', 'text': 'sneeze'}, {'label': 'B', 'text': 'sharing of ideas'}, {'label': 'C', 'text': 'breathe'}, {'label': 'D', 'text': 'speak'}, {'label': 'E', 'text': 'story telling'}]","When someone is talking, what would cause them to say bless you?","['bless', 'talking', 'cause', 'say']"
918,389cf73d92b20d7c47bb024ae7876210,chairs,"[{'label': 'A', 'text': 'building'}, {'label': 'B', 'text': 'theater'}, {'label': 'C', 'text': 'board room'}, {'label': 'D', 'text': 'office'}, {'label': 'E', 'text': 'meeting'}]",There are two leather chairs that swivel.  Where might you expect to find chairs like this?,"['chairs', 'swivel', 'leather', 'expect', 'like']"
919,21cc9197f963387ec5a1f6386e5f7e46,buy,"[{'label': 'A', 'text': 'eat cake'}, {'label': 'B', 'text': 'steal'}, {'label': 'C', 'text': 'selling'}, {'label': 'D', 'text': 'save money'}, {'label': 'E', 'text': 'paying'}]","The rich man told his traders not to buy anymore, his gut told him it was time to start what?","['traders', 'rich', 'buy', 'gut', 'start']"
920,42af5c15612ed0123b10971dcc6579be,shades,"[{'label': 'A', 'text': 'forest'}, {'label': 'B', 'text': 'home'}, {'label': 'C', 'text': 'windows'}, {'label': 'D', 'text': 'paint store'}, {'label': 'E', 'text': 'house'}]",What do you put shades over?,['shades']
921,df1c7eefd41f7402dc79444ba75ab82b,fallen leaves,"[{'label': 'A', 'text': 'fall season'}, {'label': 'B', 'text': 'roof'}, {'label': 'C', 'text': 'tree'}, {'label': 'D', 'text': 'ground'}, {'label': 'E', 'text': 'forest'}]",Fallen leaves covered the floor around the pot.  What might have been in the pot?,"['pot', 'leaves', 'floor', 'fallen', 'covered']"
922,ed3c021d8ee382e939de2d491aa7e196,hair salon,"[{'label': 'A', 'text': 'mail'}, {'label': 'B', 'text': 'hotel'}, {'label': 'C', 'text': 'metropolitan city'}, {'label': 'D', 'text': 'shopping center'}, {'label': 'E', 'text': 'post office'}]",Where would you find a hair salon along with many other merchants?,"['salon', 'hair', 'merchants']"
923,8b9d6ba87ab43b0054b6342b0b1ffe34,person,"[{'label': 'A', 'text': 'passion'}, {'label': 'B', 'text': 'get laid'}, {'label': 'C', 'text': 'accomplish goals'}, {'label': 'D', 'text': 'talk about themselves'}, {'label': 'E', 'text': 'own house'}]",What is person who is ambitious focused on?,"['ambitious', 'focused', 'person']"
924,440ddadefe24d2d3b589ed9706f9ba55,control room,"[{'label': 'A', 'text': 'high school'}, {'label': 'B', 'text': 'nuclear power plant'}, {'label': 'C', 'text': 'recording studio'}, {'label': 'D', 'text': 'prison'}, {'label': 'E', 'text': 'building'}]",The control room opens and closes doors in what home for law breakers?,"['doors', 'room', 'law', 'breakers', 'home']"
925,76a0c2bb61952d0a9c726f857d866135,carrots,"[{'label': 'A', 'text': 'refrigerator'}, {'label': 'B', 'text': 'the field'}, {'label': 'C', 'text': ""farmer's market""}, {'label': 'D', 'text': 'store'}, {'label': 'E', 'text': 'supermarket'}]","Jacob wants to get the freshest possible carrots at the lowest price, so he's going where?","['carrots', 'jacob', 'freshest', 'price', 'wants']"
926,df00680da989e19f64b8688d458fa911,manchester,"[{'label': 'A', 'text': 'greater manchester'}, {'label': 'B', 'text': 'lancashire'}, {'label': 'C', 'text': 'cheshire'}, {'label': 'D', 'text': 'england'}, {'label': 'E', 'text': 'england'}]",What city that begins with a C is a part of Manchester?,"['manchester', 'city', 'begins']"
927,8fd247a41810a2bd43defcdb77701df2,yard,"[{'label': 'A', 'text': 'neighborhood'}, {'label': 'B', 'text': 'property'}, {'label': 'C', 'text': 'michigan'}, {'label': 'D', 'text': 'outside'}, {'label': 'E', 'text': 'city'}]",Where are there likely to be yards side by side?,"['yards', 'likely']"
928,5c21aef49b441a7f5ee0c002152a4e96,animals,"[{'label': 'A', 'text': 'drink'}, {'label': 'B', 'text': 'fly'}, {'label': 'C', 'text': 'reproduce asexually'}, {'label': 'D', 'text': 'gay'}, {'label': 'E', 'text': 'bite'}]","Although many humans don't like it, what are many animals naturally in the wild?","['animals', 'wild', 'humans', 'naturally', 'like']"
929,840a09342c31539bc2c3577481759797,wrestling,"[{'label': 'A', 'text': 'get free'}, {'label': 'B', 'text': 'blood'}, {'label': 'C', 'text': 'bruises'}, {'label': 'D', 'text': 'falling down'}, {'label': 'E', 'text': 'competition'}]",What is a common injury while wrestling?,"['wrestling', 'injury', 'common']"
930,b3345fdcafe4ffb8890c2c1cceda4ece,common,"[{'label': 'A', 'text': 'extraordinary'}, {'label': 'B', 'text': 'beautiful'}, {'label': 'C', 'text': 'irregular'}, {'label': 'D', 'text': 'unusual'}, {'label': 'E', 'text': 'special'}]","He had never seen a common snow before, the locals were used to it but for him it was fun and what?","['snow', 'fun', 'locals', 'common', 'used']"
931,f394d14c37e5e03556e8bfc8cd554bdc,sleep at night,"[{'label': 'A', 'text': 'relax'}, {'label': 'B', 'text': 'clear conscience'}, {'label': 'C', 'text': 'go to sleep'}, {'label': 'D', 'text': 'die'}, {'label': 'E', 'text': 'get into bed'}]","He had trouble getting sleep at night, he could never cool down and what?","['sleep', 'night', 'trouble', 'getting', 'cool']"
932,fea6c3521d1878495289cbc3e195bad6,frogs,"[{'label': 'A', 'text': 'jump several feet'}, {'label': 'B', 'text': 'hop'}, {'label': 'C', 'text': 'leap'}, {'label': 'D', 'text': 'hop several feet'}, {'label': 'E', 'text': 'swim'}]","What can frogs do throughout their life cycle, from tadpole to adult?","['frogs', 'tadpole', 'adult', 'life', 'cycle']"
933,4023b99af4927af5f89a50e5b1fa3b75,bad,"[{'label': 'A', 'text': 'ocean'}, {'label': 'B', 'text': 'true'}, {'label': 'C', 'text': 'prime'}, {'label': 'D', 'text': 'just'}, {'label': 'E', 'text': 'excellent'}]","Jame's actions were bad, but torturing him for it was now what?","['jame', 'torturing', 'actions', 'bad']"
934,3492541e574280c78189f20fba6a4dc2,getting in line,"[{'label': 'A', 'text': 'for fun'}, {'label': 'B', 'text': 'have to wait for'}, {'label': 'C', 'text': 'anxiety'}, {'label': 'D', 'text': 'terrible'}, {'label': 'E', 'text': 'wait turn'}]",Why would someone be getting in line?,"['line', 'getting']"
935,905f3ac066321bce5ee913dbbc2c41d6,boredom,"[{'label': 'A', 'text': 'work'}, {'label': 'B', 'text': 'dream'}, {'label': 'C', 'text': 'tamper'}, {'label': 'D', 'text': 'fiddle'}, {'label': 'E', 'text': 'play games'}]","The child was suffering boredom in the classroom, he began to do what with things?","['classroom', 'boredom', 'child', 'things', 'began']"
936,191e3154d4039c42e8b919934828db0f,humans,"[{'label': 'A', 'text': 'live forever'}, {'label': 'B', 'text': 'male or female'}, {'label': 'C', 'text': 'accomadable'}, {'label': 'D', 'text': 'very adaptable'}, {'label': 'E', 'text': 'emotional'}]","Humans live in all sorts of regions and climates, they seem to be what?","['climates', 'humans', 'regions', 'live', 'sorts']"
937,a8aed2095404a1880f0a3130d4ab5f44,rosebush,"[{'label': 'A', 'text': 'nature'}, {'label': 'B', 'text': 'field'}, {'label': 'C', 'text': 'vegetable garden'}, {'label': 'D', 'text': ""neighbor's yard""}, {'label': 'E', 'text': 'botanic garden'}]",What open space is a fine place to plant a rosebush?,"['rosebush', 'place', 'plant', 'space', 'open']"
938,535e6cf97fda774c74f18b840e766709,taking final exams,"[{'label': 'A', 'text': 'anxiety'}, {'label': 'B', 'text': 'success'}, {'label': 'C', 'text': 'headaches'}, {'label': 'D', 'text': 'graduating'}, {'label': 'E', 'text': 'failure'}]",What happens shortly after taking final exams?,"['exams', 'final', 'shortly', 'taking', 'happens']"
939,9f090f5d97084f7fe8394386e182443d,preserve,"[{'label': 'A', 'text': 'ruin'}, {'label': 'B', 'text': 'michigan'}, {'label': 'C', 'text': 'use'}, {'label': 'D', 'text': 'let spoil'}, {'label': 'E', 'text': 'rot'}]","James tried to preserve the floor as best he could, but the water seeped in causing it to do what?","['water', 'floor', 'james', 'seeped', 'preserve']"
940,a22a289f2f46a060639b5726a42d8da3,playing ball,"[{'label': 'A', 'text': 'pleasure'}, {'label': 'B', 'text': 'having fun'}, {'label': 'C', 'text': 'losing'}, {'label': 'D', 'text': 'injury'}, {'label': 'E', 'text': 'lose'}]",What is someone trying to have while playing ball?,"['ball', 'playing', 'trying']"
941,0bb575bc155f90b689fdec418b8c3f71,isle,"[{'label': 'A', 'text': 'sea'}, {'label': 'B', 'text': 'auditorium'}, {'label': 'C', 'text': 'lake'}, {'label': 'D', 'text': 'stadium'}, {'label': 'E', 'text': 'ocean'}]",Where can you watch a show about an isle?,"['isle', 'watch']"
942,6fc4827b5c15dffcf6a15d167fe93b8f,mound,"[{'label': 'A', 'text': 'lakehouse'}, {'label': 'B', 'text': 'hell'}, {'label': 'C', 'text': 'baseball stadium'}, {'label': 'D', 'text': 'africa'}, {'label': 'E', 'text': 'baseball diamond'}]","The spectators were watching the pitcher on the mound, where were the spectators?","['spectators', 'mound', 'pitcher', 'watching']"
943,7a9acba71edab7d66fddce4f5bb8cb9c,watching television,"[{'label': 'A', 'text': 'looking stars through window'}, {'label': 'B', 'text': 'entertainment'}, {'label': 'C', 'text': 'wasted time'}, {'label': 'D', 'text': 'relaxation'}, {'label': 'E', 'text': 'falling asleep'}]","The man was watching TV late at night, what happened as a result?","['tv', 'watching', 'night', 'happened', 'result']"
944,a431fd9da3ab026b7df5aeb3b35c5ca1,exercising,"[{'label': 'A', 'text': 'sweat'}, {'label': 'B', 'text': 'weight loss'}, {'label': 'C', 'text': 'get in shape'}, {'label': 'D', 'text': 'scream'}, {'label': 'E', 'text': 'relaxation'}]",When exercises for weight loss or to get in shape what might your body do?,"['exercises', 'body', 'shape', 'weight', 'loss']"
945,21a4a50050518573cf8d589e38b895ca,living life,"[{'label': 'A', 'text': 'early death'}, {'label': 'B', 'text': 'happiness'}, {'label': 'C', 'text': 'acquiring knowledge'}, {'label': 'D', 'text': 'book burnings'}, {'label': 'E', 'text': 'existing'}]",What is the best about living life with lots of smart people around you?,"['smart', 'living', 'life', 'people', 'best']"
946,d7d58412eea308a64169aa74eeb9aba3,help,"[{'label': 'A', 'text': 'do nothing'}, {'label': 'B', 'text': 'hurting'}, {'label': 'C', 'text': 'observant'}, {'label': 'D', 'text': 'hinder'}, {'label': 'E', 'text': 'leave'}]","The man rushed in to help, he couldn't believe so many people would stand around and what?","['people', 'stand', 'rushed', 'couldn', 'help']"
947,3ac7cee0cb7d5aa9f0fbf0b36d281fb0,alcohol,"[{'label': 'A', 'text': 'distillery'}, {'label': 'B', 'text': 'fraternity house'}, {'label': 'C', 'text': 'plane'}, {'label': 'D', 'text': 'hot air balloon'}, {'label': 'E', 'text': 'wine'}]",Where can you drink alcohol in the air?,"['alcohol', 'air', 'drink']"
948,e393cee2d51bf52a60e0aae945ed2b8e,glass of milk,"[{'label': 'A', 'text': 'accompaniment to meal'}, {'label': 'B', 'text': 'home'}, {'label': 'C', 'text': 'menu'}, {'label': 'D', 'text': 'the kitchen'}, {'label': 'E', 'text': 'cafeteria'}]",Where would you pour a glass of milk by yourself?,"['milk', 'pour', 'glass']"
949,653d0ef659899c4dc028a811e2b2b32c,birds,"[{'label': 'A', 'text': 'countryside'}, {'label': 'B', 'text': 'tree'}, {'label': 'C', 'text': 'forest'}, {'label': 'D', 'text': 'roof'}, {'label': 'E', 'text': 'sky'}]",John looked up while mowing his lawn and saw birds nesting.  Where might they be nesting?,"['birds', 'nesting', 'lawn', 'mowing', 'john']"
950,8da69153b21a133a269d46308d560727,human,"[{'label': 'A', 'text': 'need money'}, {'label': 'B', 'text': 'drink tea'}, {'label': 'C', 'text': 'have to sleep'}, {'label': 'D', 'text': 'say hello'}, {'label': 'E', 'text': 'eat sushi'}]",A human in Japan has a habit of doing what?,"['japan', 'habit', 'human', 'doing']"
951,b73b323205a05d1abb3e90c2d3e6f027,going for run,"[{'label': 'A', 'text': 'satisfaction'}, {'label': 'B', 'text': 'better health'}, {'label': 'C', 'text': 'eat right'}, {'label': 'D', 'text': 'losing weight'}, {'label': 'E', 'text': 'breathlessness'}]",Why would you be going for run if you are not fat?,"['run', 'fat', 'going']"
952,6326fa333a82e76214d94c813befe727,fatigue,"[{'label': 'A', 'text': 'sit down'}, {'label': 'B', 'text': ""run like 'run lola run'""}, {'label': 'C', 'text': 'get physical activity'}, {'label': 'D', 'text': 'sleep'}, {'label': 'E', 'text': 'have rest'}]",If your legs are experiencing fatigue what can you do?,"['fatigue', 'legs', 'experiencing']"
953,a8c961aa8a02d1743b363a1ab7252f65,performing,"[{'label': 'A', 'text': 'butterflies'}, {'label': 'B', 'text': 'energetic'}, {'label': 'C', 'text': 'anxiety'}, {'label': 'D', 'text': 'happiness'}, {'label': 'E', 'text': 'pride'}]","If you're successful when performing a difficult task, how might you feel?","['successful', 'difficult', 'task', 'feel', 'performing']"
954,96711aefd640833f1fc4e4f669323786,buying christmas presents,"[{'label': 'A', 'text': 'debt'}, {'label': 'B', 'text': 'cardiac arrest'}, {'label': 'C', 'text': 'stress'}, {'label': 'D', 'text': 'happiness'}, {'label': 'E', 'text': 'pleasure'}]",Spending too much when buying christmas presents will cause you to go in to what?,"['spending', 'presents', 'christmas', 'buying', 'cause']"
955,ec98242bc2ee172d21fc247134e7e43c,door with lock,"[{'label': 'A', 'text': 'locker'}, {'label': 'B', 'text': 'bus terminal'}, {'label': 'C', 'text': 'automobile'}, {'label': 'D', 'text': 'garage'}, {'label': 'E', 'text': 'file cabinet'}]","A car thief is thwarted by a door with lock, what was he trying to take?","['thief', 'car', 'lock', 'door', 'thwarted']"
956,089a564c57b4ce06d914614a17281ba5,church,"[{'label': 'A', 'text': 'city'}, {'label': 'B', 'text': 'children'}, {'label': 'C', 'text': 'populated area'}, {'label': 'D', 'text': 'every town'}, {'label': 'E', 'text': 'christian community'}]",Who are church's made for?,['church']
957,31bd28eb38bfc181a9e36c9210286ae9,tabby cat,"[{'label': 'A', 'text': 'home'}, {'label': 'B', 'text': 'barn'}, {'label': 'C', 'text': 'alley'}, {'label': 'D', 'text': 'outside'}, {'label': 'E', 'text': 'lap'}]",Where might you find a stray tabby cat?,"['tabby', 'stray', 'cat']"
958,db4bacb29cf87a3104626ba6de7be368,words,"[{'label': 'A', 'text': 'books'}, {'label': 'B', 'text': 'mouth'}, {'label': 'C', 'text': 'newspaper'}, {'label': 'D', 'text': 'sentence'}, {'label': 'E', 'text': 'page of book'}]",Where will you find black and white words?,"['white', 'black', 'words']"
959,b176f1e1326618ad159275c3c29ed273,drop of blood,"[{'label': 'A', 'text': 'clinic'}, {'label': 'B', 'text': 'vein'}, {'label': 'C', 'text': 'battlefield'}, {'label': 'D', 'text': 'street'}, {'label': 'E', 'text': 'needle'}]",Where can you a drop of blood from if nothing is around you?,"['blood', 'drop']"
960,a0f78af473fe64aeb2e4b9ee8eb235d3,loose,"[{'label': 'A', 'text': 'close fitting'}, {'label': 'B', 'text': 'bind'}, {'label': 'C', 'text': 'engage'}, {'label': 'D', 'text': 'fast'}, {'label': 'E', 'text': 'tighten'}]","He worked the belt loose, it was beginning to what against his hip?","['belt', 'loose', 'hip', 'beginning', 'worked']"
961,08a88b77afcc2e64bffb52fd793a8f3e,system,"[{'label': 'A', 'text': 'place'}, {'label': 'B', 'text': 'computer store'}, {'label': 'C', 'text': 'human body'}, {'label': 'D', 'text': 'nature'}, {'label': 'E', 'text': 'computer science'}]",What is known to be a very complex system?,"['complex', 'known']"
962,164cea08110f18b8f8ff9e1861f87fe6,cats,"[{'label': 'A', 'text': 'purr'}, {'label': 'B', 'text': 'claw'}, {'label': 'C', 'text': 'think'}, {'label': 'D', 'text': 'eat meat'}, {'label': 'E', 'text': 'drink water'}]",The lady got her cats a new scratching post so they had something to what?,"['cats', 'scratching', 'lady', 'new', 'post']"
963,d365ed78590354f1bda41068fa5cae27_1,contemplating,"[{'label': 'A', 'text': 'meaning of life'}, {'label': 'B', 'text': 'thinking'}, {'label': 'C', 'text': 'revelations'}, {'label': 'D', 'text': 'discovery'}, {'label': 'E', 'text': 'reflection'}]","The scientist was contemplating something he never saw before, what was he contemplating?","['scientist', 'contemplating', 'saw']"
964,7683d753ffd06f40801d4969d5d9d91f,interest,"[{'label': 'A', 'text': 'research'}, {'label': 'B', 'text': 'watch film'}, {'label': 'C', 'text': 'have conversation'}, {'label': 'D', 'text': 'go to performance'}, {'label': 'E', 'text': 'see particular program'}]","She had an interest in a documentary show, what was she browsing for?","['documentary', 'browsing']"
965,48d17f25da85ed640dab53de309b7277,dollar,"[{'label': 'A', 'text': 'table'}, {'label': 'B', 'text': 'piggy bank'}, {'label': 'C', 'text': 'purse'}, {'label': 'D', 'text': 'pocket'}, {'label': 'E', 'text': 'cash drawer'}]",Where would you put a dollar if you want your money to be organized?,"['organized', 'dollar', 'money', 'want']"
966,a173a77f7aeb99842068e4ad9238a390,glue,"[{'label': 'A', 'text': 'art room'}, {'label': 'B', 'text': 'school'}, {'label': 'C', 'text': 'desk drawer'}, {'label': 'D', 'text': 'classroom'}, {'label': 'E', 'text': 'library'}]",What is a place inside of a building where you can find a teacher using glue?,"['glue', 'teacher', 'inside', 'building', 'place']"
967,c8333ef436e07e89129aad87808320f5,policeman,"[{'label': 'A', 'text': 'freeway'}, {'label': 'B', 'text': 'street'}, {'label': 'C', 'text': 'donut shop'}, {'label': 'D', 'text': 'sidewalk'}, {'label': 'E', 'text': 'police station'}]",Where will a policeman stop you if you're going too fast?,"['policeman', 'fast', 'stop', 'going']"
968,a788bce17d49a733593ec4fc7f03c61c,parking area,"[{'label': 'A', 'text': 'amusement park'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'people'}, {'label': 'D', 'text': 'vehicles'}, {'label': 'E', 'text': 'apartment complex'}]","The parking area was the site of a huge party, who was there?","['parking', 'party', 'area', 'site', 'huge']"
969,5fb53ef6493c635e3091e00f2ca97eca,judging,"[{'label': 'A', 'text': 'trophy or ribbon'}, {'label': 'B', 'text': 'evaluating'}, {'label': 'C', 'text': 'responsibility'}, {'label': 'D', 'text': 'verdict'}, {'label': 'E', 'text': 'prejudice'}]",At the end of official judging what is handed down?,"['judging', 'official', 'handed', 'end']"
970,ab32b8150e7f87f6e5964889d9fdf562,gambling,"[{'label': 'A', 'text': 'casino'}, {'label': 'B', 'text': 'losing money'}, {'label': 'C', 'text': 'lose money'}, {'label': 'D', 'text': 'penury'}, {'label': 'E', 'text': 'bankruptcy'}]",Gambling debts that exceed your assets will cause you to declare what?,"['debts', 'gambling', 'declare', 'assets', 'exceed']"
971,c54faa4d84678032beb4132da313daf5,child,"[{'label': 'A', 'text': 'ask many questions'}, {'label': 'B', 'text': 'clean room'}, {'label': 'C', 'text': 'wave goodbye'}, {'label': 'D', 'text': 'play video games'}, {'label': 'E', 'text': 'give a hug'}]",What does a child do when walking out ?,"['walking', 'child', 'does']"
972,7ffa0c121885c2aad8ca1f1f465ce564,cool off,"[{'label': 'A', 'text': 'relief'}, {'label': 'B', 'text': 'think'}, {'label': 'C', 'text': 'calm down'}, {'label': 'D', 'text': 'relax'}, {'label': 'E', 'text': 'go swimming'}]","If someone is angry and they're told to ""cool off"" what does that person want them to do?","['angry', 'person', 'want', 'does', 'told']"
973,ecc430c711c2f9a10d812ee8fe556e7c,felt,"[{'label': 'A', 'text': 'hat shop'}, {'label': 'B', 'text': ""man's hat""}, {'label': 'C', 'text': 'mall'}, {'label': 'D', 'text': 'craft store'}, {'label': 'E', 'text': 'clothes'}]",Where do you typically buy accessories made out of felt?,"['accessories', 'felt', 'buy', 'typically']"
974,46f0af4683b2d1803470c13c734c05b3,tennis court,"[{'label': 'A', 'text': 'michigan'}, {'label': 'B', 'text': 'ghana'}, {'label': 'C', 'text': 'town'}, {'label': 'D', 'text': 'wimbledon'}, {'label': 'E', 'text': 'park'}]",James lived in a rural area and wanted to go to a tennis court.  What state might he live in?,"['james', 'tennis', 'rural', 'court', 'state']"
975,56f58e4ac1635bb7d407bedd677319fe,soft,"[{'label': 'A', 'text': 'harsh'}, {'label': 'B', 'text': 'abrasive'}, {'label': 'C', 'text': 'hard'}, {'label': 'D', 'text': 'sensible'}, {'label': 'E', 'text': 'loud'}]","He began using the soft setting to polish out a finish, this was after having started with a more what setting?","['setting', 'soft', 'finish', 'began', 'using']"
976,ffb650d0a8d3bb8507648c36777a16bd,drill,"[{'label': 'A', 'text': 'work shop'}, {'label': 'B', 'text': 'tool store'}, {'label': 'C', 'text': 'tool shed'}, {'label': 'D', 'text': 'dentist office'}, {'label': 'E', 'text': 'repair shop'}]",Where does someone use a drill on wood work?,"['drill', 'wood', 'work', 'use', 'does']"
977,a7003deda241e47c794142fb7a5c3b90,company,"[{'label': 'A', 'text': 'promote internally'}, {'label': 'B', 'text': 'own resources'}, {'label': 'C', 'text': 'commit crime'}, {'label': 'D', 'text': 'own factory'}, {'label': 'E', 'text': 'branch out'}]",My company is strictly mom and pop.  How do I keep it that way?,"['company', 'pop', 'mom', 'strictly', 'way']"
978,dcaf5377ed327720b278c6cd26d10974,crab,"[{'label': 'A', 'text': 'cooking pot'}, {'label': 'B', 'text': 'pot'}, {'label': 'C', 'text': 'fish market'}, {'label': 'D', 'text': 'tide pool'}, {'label': 'E', 'text': 'beach sand'}]","The man wanted to serve crab, where should he put it first?","['crab', 'serve', 'man', 'wanted']"
979,4e94dffb2f364b99d6ab323f35396992,tiger,"[{'label': 'A', 'text': 'zoo'}, {'label': 'B', 'text': 'drink water'}, {'label': 'C', 'text': 'jungle'}, {'label': 'D', 'text': 'india'}, {'label': 'E', 'text': 'canada'}]",The tiger is one of many dangers in the what?,"['tiger', 'dangers']"
980,ba7cffc644dacb035c5ffbaeebdef207,seeing people play game,"[{'label': 'A', 'text': 'excitement'}, {'label': 'B', 'text': 'stress'}, {'label': 'C', 'text': 'envy'}, {'label': 'D', 'text': 'longing'}, {'label': 'E', 'text': 'looking at wrist watch'}]",While seeing people play a game what may you experience if you team is doing well?,"['play', 'team', 'game', 'experience', 'seeing']"
981,41c92f0ef20e8f4c85616016cafa3190,study,"[{'label': 'A', 'text': 'concentrate'}, {'label': 'B', 'text': 'read books'}, {'label': 'C', 'text': 'assignment'}, {'label': 'D', 'text': 'have book'}, {'label': 'E', 'text': 'concentration'}]",What does needing to study usually require a great deal of?,"['study', 'require', 'needing', 'usually', 'does']"
982,aa36e26ef82a2bdfea163d2d06cb01d2,bat,"[{'label': 'A', 'text': 'bridge'}, {'label': 'B', 'text': 'new mexico'}, {'label': 'C', 'text': 'place'}, {'label': 'D', 'text': 'belfry'}, {'label': 'E', 'text': 'dug out'}]","The bat needed a stereotypical place to live, what did it choose?","['bat', 'place', 'stereotypical', 'choose', 'live']"
983,51f9903c8635c9b9eb4c62a6119133ed,snowflake,"[{'label': 'A', 'text': 'december'}, {'label': 'B', 'text': 'cloud'}, {'label': 'C', 'text': 'air'}, {'label': 'D', 'text': 'snow storm'}, {'label': 'E', 'text': 'winter'}]","A snowflake with millions of friends and wind can cause all sorts of trouble, what is this called?","['snowflake', 'wind', 'friends', 'trouble', 'called']"
984,6ca12f315d3ecc822ff5bf570e63402d,socialising,"[{'label': 'A', 'text': 'making friends'}, {'label': 'B', 'text': 'have fun'}, {'label': 'C', 'text': 'having fun'}, {'label': 'D', 'text': 'anxiety'}, {'label': 'E', 'text': 'billys mom'}]",Billy was terrible at socializing and didn't know many people at all.  What might make it difficult for Billy to socialize?,"['socializing', 'socialize', 'billy', 'difficult', 'people']"
985,c47b4cf797be3c52c4f464c98937c972,person,"[{'label': 'A', 'text': 'water garden'}, {'label': 'B', 'text': 'eat fruit'}, {'label': 'C', 'text': 'catch cold'}, {'label': 'D', 'text': 'jump for joy'}, {'label': 'E', 'text': 'feel stupid'}]",Getting something wrong that's obvious can really make a person what?,"['obvious', 'wrong', 'getting', 'person', 'really']"
986,3dcb4aaff4e3b30e98b63b14d74ac678,policeman,"[{'label': 'A', 'text': 'freeway'}, {'label': 'B', 'text': 'front door'}, {'label': 'C', 'text': 'donut shop'}, {'label': 'D', 'text': 'tire shop'}, {'label': 'E', 'text': 'street'}]",Where does a policeman frequent for snacks?,"['policeman', 'snacks', 'frequent', 'does']"
