,question.stem,keywords,answer
8462,"When a play starts in an auditorium, what tends to fade out?","['auditorium', 'fade', 'starts', 'play', 'tends']",lights
8463,It is usually difficult to forgive your spouse if they have what with someone else?,"['forgive', 'spouse', 'difficult', 'usually']",sex
8464,What could cause excitement due to things that can move but are not moving?,"['excitement', 'moving', 'things', 'cause']",car show
8465,What might a couple do in a canoe?,"['canoe', 'couple']",row about
8466,In what western sate might one find a bald eagle?,"['eagle', 'western', 'bald', 'sate']",colorado
8467,"If people are informed of an imminent war, what do they do next?","['war', 'people', 'informed', 'imminent']",hope for peace
8468,"While she did cry at her mother's death bed, what did her mother reassure her to do to fight her issues?","['mother', 'reassure', 'death', 'bed', 'fight']",be happy
8469,"When meeting a friend, what does one generally do at first?","['friend', 'meeting', 'generally', 'does']",say hi
8470,"A relationship that was once filled with the heat of passion but now has someone showing no emotion towards the other, the person has now demonstrated what towards the other?","['relationship', 'emotion', 'passion', 'heat', 'person']",coldness
8471,"Running is great cardio for working out the heart, but the regular muscles it targets are in the what?","['cardio', 'muscles', 'running', 'heart', 'targets']",legs
8472,"Laura likes blue anemones, and John wants to give her something special for her birthday.  Where might John go to get an anemone for Laura?","['anemone', 'anemones', 'laura', 'john', 'birthday']",
8473,What do you hope to achieve when finding information about manners?,"['manners', 'information', 'finding', 'achieve', 'hope']",know how to act
8474,What do people consider chatting with friends when there is work to do ?,"['chatting', 'friends', 'work', 'people', 'consider']",silliness
8475,Where is the night table with the hand cream?,"['cream', 'table', 'hand', 'night']",homes
8476,"The student didn't have a dictionary at the dorm, so the student went where?","['dorm', 'dictionary', 'student', 'went', 'didn']",library
8477,"Loose lips sink ships, so the surprise party planners had to be very what?","['ships', 'surprise', 'party', 'loose', 'planners']",discreet
8478,Why would someone bring home fish?,"['fish', 'bring', 'home']",hungry
8479,Where could you find thousands of chair?,"['chair', 'thousands']",
8480,Where will you find a brownstone apartment away from the center of town?,"['brownstone', 'apartment', 'town', 'center', 'away']",subdivision
8481,"After hearing it for so long he finally gave in, he began talking to the what?","['hearing', 'talking', 'began', 'gave', 'long']",voice
8482,WHy do people write things down?,"['write', 'people', 'things']",not to forget
8483,Driving a car along a scenic highway can have what calming affect?,"['calming', 'driving', 'highway', 'scenic', 'affect']",relaxation
8484,When people drive they usually do what to ward off boredom?,"['boredom', 'drive', 'people', 'usually', 'ward']",listen to radio
8485,"He was a man with many loose morals, but when it came to his wife he was always what?","['wife', 'morals', 'loose', 'man', 'came']",faithful
8486,What kind of store does a merchant have if they sell produce?,"['merchant', 'produce', 'store', 'sell', 'does']",market
8487,"If people are working hard and saving their money, what is the likely consequence?","['consequence', 'saving', 'money', 'people', 'working']",gain wealth
8488,What event would soldiers be trained to use explosive devices?,"['soldiers', 'explosive', 'trained', 'event', 'devices']",war
8489,"He wanted his favorite horse memorialized permanently, so what did he comission?","['horse', 'memorialized', 'comission', 'favorite', 'permanently']",engraving
8490,Where could there by tens of thousands of people playing baseball?,"['baseball', 'playing', 'thousands', 'people', 'tens']",america
8491,If someone comes in the room while you're cooking what are they hoping to do?,"['cooking', 'room', 'hoping', 'comes']",get food
8492,What is a popular pork bbq dish?,"['bbq', 'pork', 'dish', 'popular']",ribs
8493,When people get older what happens to their hair?,"['hair', 'older', 'people', 'happens']",very thin
8494,Where is a magnet used to make something vibrate?,"['magnet', 'vibrate', 'make', 'used']",speaker
8495,"When you feed food to animals, you are at a petting?","['petting', 'animals', 'feed', 'food']",zoo
8496,"The artist used a stylus on a pad to draw digitally, he kept a very steady what?","['stylus', 'draw', 'artist', 'digitally', 'steady']",hand
8497,Where are you likely to find an artisan market?,"['artisan', 'market', 'likely']",town
8498,Some people will only have sex for the first time if they what?,"['sex', 'people', 'time']",love another
8499,What gift do people claim that god has for people?,"['god', 'people', 'gift', 'claim']",work miracles
8500,"The turkey needed to be kept unspoiled, what is the full name of a useful impelement in this situation?","['turkey', 'impelement', 'unspoiled', 'useful', 'kept']",refrigerator
8501,Where can you get a yellow fungus on your person?,"['fungus', 'yellow', 'person']",toenails
8502,What does someone want to do if they want to travel?,"['travel', 'want', 'does']",go somewhere
8503,Someone takes up exercising to improve their what,"['exercising', 'improve', 'takes']",physical fitness
8504,What does a robot need to be able to be working?,"['robot', 'working', 'need', 'able', 'does']",energy
8505,Where is a good place to keep many a pencil?,"['pencil', 'place', 'good']",cup
8506,"He didn't like the walk up, but living on the top floor meant there was nobody above him in the what?","['floor', 'walk', 'living', 'didn', 'meant']",apartment building
8507,"He kept throwing the stick away, but thanks to the dog the stick would always what?","['stick', 'dog', 'throwing', 'kept', 'away']",come back
8508,Putting on a professional stage play requires what kind of effort?,"['stage', 'effort', 'professional', 'play', 'putting']",serious
8509,"The shopping arcade had a lot of foot traffic, where was it located?","['arcade', 'located', 'shopping', 'traffic', 'lot']",busy city
8510,"If I find liquid water, what planet am I likely on?","['planet', 'water', 'liquid', 'likely']",planet earth
8511,"The student had difficulties reading, he would furrow his brow while doing what on a line of the book?","['reading', 'brow', 'book', 'student', 'furrow']",concentrating
8512,If you're giving assistance to people in need what are you likely to see on their faces?,"['faces', 'people', 'giving', 'assistance', 'need']",smiles
8513,When a union shop decides to go off strike what will they do?,"['union', 'strike', 'shop', 'decides']",return to work
8514,"If I am reading a letter from a friend who I asked to write me a response, what might I be looking for?","['letter', 'response', 'reading', 'write', 'friend']",answer
8515,What separates a bay from the water?,"['bay', 'water', 'separates']",shoreline
8516,"If someone is fiddling a sad tune, what is the song likely about?","['song', 'sad', 'fiddling', 'tune', 'likely']",troubles
8517,"If I wanted to see an apple tree, where would be a good place to go?","['tree', 'apple', 'place', 'wanted', 'good']",oregon
8518,"Sam couldn't turn off his computer and it was stuck.  He didn't know why, but he called tech support because he was sure of what?","['computer', 'sam', 'tech', 'stuck', 'support']",reason exists
8519,"A student want to recall information from class later, what is he doing?","['student', 'class', 'recall', 'information', 'later']",taking notes
8520,John needed his watched fixed. Where might he take it?,"['john', 'watched', 'needed', 'fixed']",jewellers
8521,Why would you be unable to win when you play games?,"['games', 'play', 'win', 'unable']",challenge
8522,What is likely to be the feeling for  future ideas after seeing idea become reality?,"['future', 'feeling', 'ideas', 'reality', 'idea']",inspiration
8523,"Hers pets had fleas, not only did she have to treat them but the furniture and what too?","['fleas', 'pets', 'furniture', 'treat', 'did']",rug
8524,John walked up to the reception desk and rang a bell.  He waited for five minutes and told the reception person that he had a reservation. Where might he be?,"['reservation', 'bell', 'john', 'reception', 'rang']",at hotel
8525,Sam was alone in spite of the fact that he was at a family reunion and mingling with what?,"['sam', 'reunion', 'mingling', 'family', 'spite']",many people
8526,What can be seen from the earth?,"['earth', 'seen']",one moon
8527,"A person who found something odd, may have found it odd because it wasn't what?","['odd', 'person', 'wasn']",expected
8528,What do you call the period of time after you are done running before you have the energy to run again?,"['running', 'run', 'energy', 'time', 'period']",rest
8529,What does someone who likes to hear someone play violin enjoy?,"['violin', 'play', 'hear', 'likes', 'enjoy']",like music
8530,"Johnny build a house somewhere on the planet.  He wanted to do so away from the city, but still close enough.  But he gave up that dream and settled for building it inside the city limits.  Where might he have built it?","['building', 'johnny', 'house', 'planet', 'city']",residential area
8531,What do people with a lot of money do?,"['money', 'people', 'lot']",own property
8532,"The concierge said to ask him any question that you needed answered, he said he can get you what?","['concierge', 'ask', 'question', 'answered', 'needed']",express information
8533,"The cotton needed to be sent to the shirt factory in the Piedmont, where should it get sent?","['cotton', 'factory', 'piedmont', 'shirt', 'needed']",north carolina
8534,Where do you hear music when moving between floors?,"['floors', 'music', 'moving', 'hear']",elevator
8535,"If people are on a beach, what are they likely doing?","['beach', 'people', 'doing', 'likely']",sun themselves
8536,"If I am away, I couldn't currently be what?","['away', 'couldn', 'currently']",being here
8537,What will a person have when very happy?,"['happy', 'person']",experience joy
8538,What would stop football players from having fun in the game?,"['football', 'players', 'fun', 'game', 'having']",injuries
8539,Rap is not usually associate with what music often performed by an orchestra?,"['orchestra', 'rap', 'music', 'usually', 'performed']",classical
8540,Where would Bob go to buy pills?,"['pills', 'bob', 'buy']",pharmacy
8541,When you spend time contemplating ideas what will you get?,"['ideas', 'contemplating', 'spend', 'time']",revelations
8542,"Mary looked though the chest that her grandfather brought with him.  She could no longer return to his birthplace, because it was not gone.  Now it's called what?","['mary', 'chest', 'grandfather', 'gone', 'birthplace']",istanbul
8543,People in what region refer to it as big sky country?,"['country', 'region', 'sky', 'people', 'big']",montana
8544,Where can you buy shampoo along side items for nourishment?,"['shampoo', 'nourishment', 'items', 'buy']",supermarket
8545,What could you do if you want to get free stuff that is worth money?,"['money', 'free', 'want', 'worth', 'stuff']",stand in line
8546,Where can you can find snack food and ice cream shaped like a mouse?,"['snack', 'mouse', 'food', 'ice', 'shaped']",
8547,"The rubber stamp was the shape of a state, it also had a race car in it to recognize the racing heritage of where?","['stamp', 'racing', 'car', 'state', 'heritage']",indiana
8548,"The station was local, but Sarah could pick up signals from where?","['station', 'sarah', 'signals', 'local', 'pick']",far away
8549,What does a person get from drinking milk?,"['milk', 'drinking', 'does', 'person']",strong bones
8550,What country has a large amount of trophy hunters?,"['hunters', 'trophy', 'country', 'large']",africa
8551,What kind of emotion does eating at your favorite restaurant bring about?,"['restaurant', 'emotion', 'eating', 'favorite', 'bring']",satisfaction
8552,If you have a cat what will it do after your setting a cup on a table?,"['cat', 'cup', 'table', 'setting']",knocking over
8553,"Victoria is the name of many cities, you'd say the one where does it big?","['victoria', 'cities', 'big', 'say', 'does']",texas
8554,"He always wanted to be a farmer, but he never moved to the country and was what his whole life?","['farmer', 'country', 'life', 'moved', 'wanted']",city dweller
8555,If you've taken off your socks and are lying down where are you likely to be?,"['socks', 'lying', 'likely', 've', 'taken']",bed
8556,"The man had to leave work in a hurry, in the middle of work, where was his paper work left?","['paper', 'work', 'left', 'hurry', 'man']",desk
8557,"If people get upset while chatting with friends, what is the likely culprit?","['chatting', 'upset', 'friends', 'people', 'likely']",misunderstanding
8558,John needed to find shade. He was being blinded by what?,"['blinded', 'john', 'shade', 'needed']",bright sunshine
8559,"He admired the neck and bridge, and then decided to play the what?","['bridge', 'neck', 'play', 'admired', 'decided']",stringed instrument
8560,"If someone had been smoking, an easy way to tell would be if they were what?","['smoking', 'tell', 'easy', 'way']",coughing
8561,Being tired makes humans decide to go to this object?,"['tired', 'object', 'humans', 'makes', 'decide']",go to bed
8562,Bill lives some place that has an extremely diverse animal population spread out across a very wide area and many unique climates.  Where might he live?,"['climates', 'place', 'animal', 'diverse', 'area']",north america
8563,"Jane was beautiful on the inside, but on the outside she wasn't much to look at.  How might she be described?","['jane', 'described', 'inside', 'look', 'outside']",homely
8564,Where would a woman store her leg razor?,"['razor', 'leg', 'store', 'woman']",
8565,Where are peas likely to be freshest?,"['peas', 'freshest', 'likely']",
8566,What emotion might someone feel if they've been doing housework all day and someone messed up your home?,"['housework', 'emotion', 'messed', 'feel', 'home']",anger
8567,What aisle do you walk down to get  lettuce?,"['lettuce', 'aisle', 'walk']",grocery store
8568,"The class of children walked around the place in a line, their guide took them to what?","['walked', 'children', 'line', 'class', 'guide']",see exhibits
8569,"Sometimes things don't concern people themselves, this often leads them to what about the result?","['concern', 'people', 'things', 'result', 'don']",care less
8570,Where might an animal track be easily visible?,"['track', 'animal', 'visible', 'easily']",snow
8571,"We were on the highway, driving back home and pulled off to find an eating place called what?","['highway', 'driving', 'eating', 'place', 'home']",restaurant
8572,James loved the flags that had a snake and a motto on it.    It was a symbol of a place located where?,"['snake', 'james', 'flags', 'symbol', 'located']",north america
8573,"They got to the door and it was locked, he reached in his jeans what to retrieve the key?","['door', 'key', 'locked', 'jeans', 'retrieve']",pocket
8574,Where would you get sugar if you do not have any?,['sugar'],
8575,Sarah knew that bob was a gentleman because he took her to a show and was stylish in his what?,"['bob', 'sarah', 'gentleman', 'stylish', 'knew']",tuxedo
8576,In order to give birth to a child you have to do this with a man?,"['birth', 'child', 'order', 'man']",have sex
8577,"The producer didn't want to do the show live, what type of show was he looking for?","['producer', 'live', 'type', 'didn', 'want']",recorded
8578,"If I go for a run and don't watch where I place my feet, what's likely to happen?","['feet', 'run', 'watch', 'likely', 'happen']",fall down
8579,What happens when people don't recycle packing materials?,"['recycle', 'packing', 'materials', 'people', 'happens']",waste paper
8580,"The child ran to fast and hit his foot on a rock, what happened next?","['foot', 'child', 'ran', 'rock', 'happened']",fall down
8581,Where would you keep a chair to toss your clothes on before retiring for the evening?,"['chair', 'clothes', 'evening', 'toss', 'retiring']",bedroom
8582,What do people use in the army when they are being attacked?,"['army', 'attacked', 'people', 'use']",use weapons
8583,What is the large-sclae  general result of waging war?,"['war', 'waging', 'result', 'general', 'large']",death and destruction
8584,"He expected high quality for the money he spent, but the chair fell apart from what?","['chair', 'quality', 'fell', 'money', 'spent']",poor workmanship
8585,Where is clothing found on vacation?,"['clothing', 'vacation']",suitcase
8586,What does the sky look like on a sunny day?,"['sunny', 'sky', 'day', 'look', 'like']",appear blue
8587,"Billy loved singing, because it let him do what?","['singing', 'billy', 'let', 'loved']",being heard
8588,Many sea anemones live in what group of tiny marine animals?,"['anemones', 'animals', 'sea', 'marine', 'tiny']",coral sea
8589,Celebrating with too many drinks will lead to what kind of pain the next morning?,"['drinks', 'pain', 'celebrating', 'morning', 'kind']",headaches
8590,"The competition contestant had simply run out of steam, it seemed she was doing what?","['contestant', 'competition', 'simply', 'steam', 'run']",
8591,Because of his beliefs he knew that if he were to kill he would suffer what?,"['beliefs', 'kill', 'suffer', 'knew']",damnation
8592,"He dreamed he was wide awake, but in fact he was in the middle of a very what?","['dreamed', 'awake', 'wide', 'middle', 'fact']",deep sleep
8593,Where can you find many stores with books?,"['books', 'stores']",
8594,What does the government have control over?,"['government', 'control', 'does']",city
8595,"The man liked eating hamburger but never exercised, what was the result?","['hamburger', 'exercised', 'eating', 'result', 'man']",gain weight
8596,Where would a human go to be near his or her ancestors?,"['ancestors', 'near', 'human']",graveyard
8597,"James was a politician, but he loved the finer things in life and had few scruples. He took things that he shouldn't have.  What might those things have been?","['james', 'things', 'scruples', 'politician', 'finer']",bribe
8598,Where do people go if they are looking for a taxi?,"['taxi', 'people', 'looking']",street corner
8599,"The lady fumbled in her purse for change she didn't have, the person beyond offered a helping hand in what?","['purse', 'lady', 'hand', 'fumbled', 'person']",pay
8600,Billy was a very creative person but he wasn't very social. He wanted to meet new people. What would he have to do to accomplish that?,"['billy', 'social', 'creative', 'meet', 'person']",go out
8601,Where might someone live if they are only able to have a small dog?,"['dog', 'small', 'live', 'able']",
8602,What has metal wings?,"['wings', 'metal']",airplane
8603,What is a  cathode ray tube typically part of?,"['cathode', 'tube', 'ray', 'typically']",television
8604,"Ben was usually an eloquent speaker, but this time he had difficulty reading the words on the teleprompter, so he did much what?","['teleprompter', 'ben', 'speaker', 'reading', 'words']",stammering
8605,"If you have two dogs, you'll quickly find that you have many more. This is because dogs are capable of what?","['dogs', 'capable', 'quickly', 'll']",reproduce
8606,What type of dwelling do the people live in?,"['dwelling', 'people', 'live', 'type']",apartment
8607,"John knew that the pictures were in a box, he put them there for long term storage.  He went out and looked for it in what?","['box', 'storage', 'john', 'pictures', 'looked']",garage
8608,"The person was having a difficult time understanding the computer program, they were beginning to what?","['understanding', 'computer', 'program', 'beginning', 'difficult']",get frustrated
8609,"Driving car can be monotonous, so many turn the dial and do what?","['driving', 'car', 'monotonous', 'turn', 'dial']",listen to radio
8610,It wasn't at first sight but at first kiss when the two began to what with one another?,"['kiss', 'sight', 'began', 'wasn']",fall in love
8611,"Choosing a cruise for traveling can have many benefits, socially you're in close proximity strangers and get to experience what more quickly?","['cruise', 'traveling', 'benefits', 'socially', 'experience']",meeting new people
8612,Sam was performing live.  John couldn't be there but he still listened.  What did he listen to?,"['listened', 'sam', 'listen', 'john', 'performing']",broadcast
8613,The chess board had to be wheel chair accessible for the old folks living in the what?,"['chess', 'board', 'chair', 'wheel', 'accessible']",retirement community
8614,What are mission workers constantly telling many people about?,"['mission', 'workers', 'people', 'telling', 'constantly']",religion
8615,Where would you expect to hear a clavichord being used?,"['clavichord', 'used', 'hear', 'expect']",music hall
8616,What could happen to a car if it crashes?,"['car', 'crashes', 'happen']",smoke
8617,Where would you find a shark that is not alive?,"['shark', 'alive']",maritime museum
8618,"By laughing while playing, what were the children doing?","['laughing', 'children', 'playing', 'doing']",having fun
8619,Billy  found that his toilet was overflowing.  Water was splashing onto  the floor and making a huge mess.  He got a mop and tried to clean it up.  Where might the toilet be located?,"['toilet', 'overflowing', 'mop', 'water', 'floor']",bathroom
8620,What could prevent someone from starting to dance?,"['dance', 'prevent', 'starting']",sore feet
8621,What's a good way to remember your small dog after he's gone?,"['dog', 'remember', 'small', 'gone', 'good']",photograph
8622,"The shark was feeling cold, what did it decide to look for?","['shark', 'cold', 'feeling', 'look', 'decide']",tropical waters
8623,After working out and releasing energy all day how are you likely to feel?,"['energy', 'day', 'feel', 'working', 'releasing']",exhaustion
8624,Where do you stock weaponry?,"['weaponry', 'stock']",artillery
8625,"She wanted a condominium near the Gulf of Mexico, where should she look for one?","['condominium', 'gulf', 'mexico', 'near', 'wanted']",florida
8626,Where does a lizard likely live?,"['lizard', 'live', 'likely', 'does']",new mexico
8627,Why would a jogger have headphones in?,"['headphones', 'jogger']",ipod
8628,What does an actor do while acting?,"['acting', 'actor', 'does']",pretend
8629,Where would you find a pot with something alive in it?,"['pot', 'alive']",greenhouse
8630,"The electronics store benefited from people walking from the food kiosks, where was it located?","['kiosks', 'store', 'located', 'electronics', 'walking']",shopping mall
8631,After being stuck indoors all day breathing fresh air would lead to what?,"['air', 'breathing', 'indoors', 'fresh', 'day']",feeling refreshed
8632,What will there be after an excavation is finished?,"['excavation', 'finished']",quarry
8633,The study showed driving while sleep deprived led to as many what accidents as being drunk?,"['driving', 'accidents', 'drunk', 'sleep', 'study']",deadly
8634,"A colorful pebble falls on a goldfish, where is the pebble?","['goldfish', 'pebble', 'colorful', 'falls']",aquarium
8635,Before someone can adopt the parent must do what with their offspring?,"['adopt', 'parent', 'offspring']",give away
8636,"While he wanted to believe, what mindset prevented him from accepting it?","['believe', 'mindset', 'accepting', 'prevented', 'wanted']",skepticism
8637,"John didn't like skating much, but he liked it more than his other options.  The doctor said that he needed to take better care of himself, and skating was an activity that did what to him?","['skating', 'john', 'doctor', 'activity', 'didn']",increased heart rate
8638,what does someone do when they do not reply to a question?,"['reply', 'question', 'does']",ignore
8639,Why would you be unable to walk forward?,"['forward', 'walk', 'unable']",restrained
8640,Where is one unlikely to find a concert hall?,"['concert', 'hall', 'unlikely']",commercial building
8641,John opened the window and climbed out because he didn't want to listen to someone for an hour. Where might he have been?,"['window', 'john', 'climbed', 'listen', 'hour']",
8642,Sam ran out of clipboards. Where might he got for more?,"['clipboards', 'sam', 'ran', 'got']",office supply store
8643,"The old man would be stuck staying in bed, part of the nurse's job was to move him so he wouldn't get what?","['nurse', 'bed', 'job', 'old', 'wouldn']",bed sores
8644,Where would a cat like to relieve himself?,"['cat', 'relieve', 'like']",sand box
8645,Where would you put a wooden rod after buying it if you do not have any clocks?,"['clocks', 'rod', 'wooden', 'buying']",old houses
8646,When standing in queue for a long time you will more than likely be?,"['queue', 'standing', 'likely', 'long', 'time']",daydreaming
8647,Where is bacteria likely to be slimy?,"['bacteria', 'slimy', 'likely']",water
8648,Where did most people keep their telephone directory near the nourishment they keep in their house?,"['telephone', 'directory', 'house', 'people', 'nourishment']",kitchen
8649,"The parking lot was only full during the day, where was it located?","['parking', 'located', 'day', 'lot']",amusement park
8650,"Some people like to get things from as close to the source as possible, to achieve this for a potato you'd have to go where?","['potato', 'things', 'people', 'achieve', 'source']",
8651,Where are unwanted advertisements often delivered to a home?,"['advertisements', 'home', 'unwanted', 'delivered']",mail box
8652,What might someone not caught killing someone have?,"['killing', 'caught']",guilty conscience
8653,Where could you find a nearby apple tree if you live in the United States?,"['tree', 'nearby', 'apple', 'states', 'live']",woods
8654,"A person is putting a sofabed in a house for a guest, where are they likely to place it?","['sofabed', 'place', 'house', 'guest', 'putting']",spare room
8655,What is a speed bump likely to cause a vehicle to do?,"['bump', 'vehicle', 'speed', 'cause', 'likely']",slow down
8656,"John refused to listen to his mother about his music volume.  Because of that, he gradually did what?","['volume', 'john', 'music', 'listen', 'mother']",become deaf
8657,Why might you be found grooming yourself in the mirror on the way out the door?,"['grooming', 'mirror', 'door', 'way']",neatness
8658,When she would wait tables she had to listen to and what?,"['tables', 'listen', 'wait']",serve customers
8659,"The man really like the picture and wanted to look at it while checking emails, where did he paste it?","['paste', 'emails', 'picture', 'look', 'man']",desktop
8660,What does a person known as a cowboy do?,"['cowboy', 'person', 'known', 'does']",ride horses
8661,An amphitheartre provides a stage in what sort of environment?,"['stage', 'amphitheartre', 'environment', 'provides', 'sort']",outside
8662,"If a crowd of people are all in a relationship except for one, what can they be considered?","['relationship', 'crowd', 'people', 'considered']",single person
8663,"The bill was passed in hopes of fighting inflation on the products, but it failed to force the companies into what?","['inflation', 'companies', 'products', 'failed', 'passed']",lowering prices
8664,"Making the cars made a lot of noise, everybody had to wear earplugs at the what?","['earplugs', 'noise', 'cars', 'wear', 'making']",factory
8665,"Many people have mental issues, they need someone to what to?","['mental', 'people', 'need', 'issues']",talk
8666,"It was time for a harvest, you could find potato after potato in the what?","['potato', 'harvest', 'time']",
8667,"She was new at playing violin, what did she immediately notice developing?","['violin', 'playing', 'developing', 'immediately', 'notice']",calluses
8668,"If you catch your girlfriend lying about seeing another guy, you'll most likely experience what?","['lying', 'girlfriend', 'seeing', 'guy', 'experience']",broken heart
8669,What gathering of loved ones follows your final birthday?,"['birthday', 'gathering', 'follows', 'final', 'ones']",funeral
8670,What type of explosive weapon often kills innocents long after the war is over?,"['war', 'innocents', 'explosive', 'weapon', 'kills']",landmine
8671,Where would keep a saucepan when it's not in use?,"['saucepan', 'use']",kitchen cupboard
8672,What types of stoves are there?,"['stoves', 'types']",gas or electric
8673,What are you usually at when you sit on a bench on a curb?,"['sit', 'curb', 'bench', 'usually']",bus stop
8674,What do people in love do on their birthdays?,"['birthdays', 'love', 'people']",buy presents for others
8675,What is a person going for a long walk in need of?,"['walk', 'need', 'long', 'going', 'person']",comfortable shoes
8676,If a human hits their hand on something it is their own what that caused it?,"['hand', 'caused', 'hits', 'human']",stupidity
8677,How is a dog likely to communicate with another dog?,"['dog', 'communicate', 'likely']",bark
8678,What happens to someone who stays in bed too long?,"['bed', 'stays', 'long', 'happens']",
8679,What is a group of three or four musicians called?,"['musicians', 'group', 'called']",band
8680,What water feature has a pool at the bottom?,"['pool', 'water', 'feature']",
8681,"The man had been drinking alcohol, when he caused a disturbance he was arrested for public what?","['arrested', 'disturbance', 'alcohol', 'drinking', 'public']",intoxication
8682,If I'm an old man how will I look jumping rope?,"['rope', 'jumping', 'old', 'look', 'man']",look silly
8683,What is often classified into periods?,"['periods', 'classified']",history
8684,What is likely the result of falling in gravel while running?,"['gravel', 'running', 'falling', 'likely', 'result']",stitches
8685,Where did the bald eagle make its nest so that it couldn't be reached after it escaped?,"['nest', 'eagle', 'escaped', 'bald', 'make']",cliff
8686,"If someone is typing, what are they doing?","['typing', 'doing']",communicating
8687,Much like a bicycle a chain drives the back wheel of a what?,"['wheel', 'bicycle', 'chain', 'drives', 'like']",motorbike
8688,What happens to living beings when they are nervous?,"['nervous', 'beings', 'living', 'happens']",perspiration
8689,"She thought she had some old clothes that might work for the costume, she went to retrieve them down in the what?","['costume', 'clothes', 'old', 'retrieve', 'thought']",basement
8690,"When the baby was born, what did the new grandmother claim it did for her?","['grandmother', 'baby', 'claim', 'born', 'new']",bring joy
8691,What might someone having a hard time writing a term paper feel?,"['writing', 'paper', 'feel', 'term', 'hard']",frustration
8692,Where would you find a sign and a long line of cars behind it?,"['cars', 'line', 'sign', 'long']",roadblock
8693,What can you do to make up hours you lose at work?,"['work', 'hours', 'lose', 'make']",pick up
8694,"If I wanted to buy a cable, where would I go?","['cable', 'buy', 'wanted']",radio shack
8695,What must be done to a driveway filled with snow?,"['driveway', 'snow', 'filled']",shovelling
8696,What might cause someone to panic is they are having a heart attack?,"['heart', 'panic', 'cause', 'attack', 'having']",fear of death
8697,"A marmoset can be found many places, but they are usually found where?","['marmoset', 'places', 'usually']",in wild
8698,Try to get a window seat to enjoy the view when you ride what large over the road transport?,"['ride', 'seat', 'road', 'transport', 'window']",bus
8699,What does cancer have the potential to do?,"['cancer', 'potential', 'does']",kill
8700,"He was practicing deep breathing techniques, he had to have great control of his what?","['breathing', 'techniques', 'control', 'practicing', 'deep']",abdominal muscles
8701,What do women wear on their legs that is made of nylon?,"['nylon', 'wear', 'legs', 'women']",stockings
8702,"She got a snack and drink and laid back in her chaise lounge, the day was finally over and she could just read book and what?","['chaise', 'lounge', 'book', 'snack', 'laid']",get comfortable
8703,Where is a church found at?,['church'],every town
8704,What medium do people get their beer from ?,"['beer', 'medium', 'people']",bottle
8705,On what is your evening meal served if you're not at a quick casual diner?,"['diner', 'meal', 'evening', 'casual', 'served']",plate
8706,Where would you find a passageway that is mainly used by visitors?,"['passageway', 'visitors', 'mainly', 'used']",hotel
8707,"When a person takes business calls on the phone, where does it tend to take place?","['calls', 'phone', 'business', 'place', 'person']",
8708,Where can someone eat popcorn quietly?,"['popcorn', 'quietly', 'eat']",movie house
8709,"The receiver had another drop, on the sideline his coach begged him to just make one what?","['receiver', 'coach', 'sideline', 'drop', 'begged']",catch
8710,Where can you find a musician that no one is listening to?,"['musician', 'listening']",studio
8711,What information may we need to get from a person when we command them to do something?,"['command', 'information', 'person', 'need']",ask
8712,"Ryan answered the call, but the person on the other end did what?","['ryan', 'person', 'answered', 'did', 'end']",hanging up
8713,Knitting with a group of friends is a great way to do what?,"['knitting', 'friends', 'group', 'great', 'way']",have fun
8714,"If people need something on the other side of a body of water, what must they do?","['water', 'people', 'need', 'body']",cross river
8715,"The couple were finally to buy house, they had comfortable jobs and the funds for a what?","['house', 'funds', 'couple', 'buy', 'comfortable']",down payment
8716,"Where might I ruin some papers if I place my coffee mug there, and it spills?","['spills', 'mug', 'coffee', 'papers', 'ruin']",desktop
8717,"Billy loved climbing, and he eventually suffered a brain injury due to what?","['billy', 'climbing', 'brain', 'suffered', 'injury']",loss of oxygen
8718,"Bobby was doing housework when he became sick.   He thought he worked too hard, but the doctor said what it was what?","['doctor', 'housework', 'bobby', 'sick', 'hard']",allergies
8719,Where would you find out what a lemur is?,['lemur'],dictionary
8720,What is the main ingredient in making bread?,"['bread', 'ingredient', 'making', 'main']",flour
8721,This is a great way to move across water in one of its more popular states.,"['states', 'water', 'popular', 'way', 'great']",skating rink
8722,"Like with owning a kitten, what is a common danger when participating in the sport of fencing?","['fencing', 'danger', 'kitten', 'sport', 'owning']",small cuts
8723,They had so much fun that afternoon that it seemed like it had become what in a blink of the eye?,"['fun', 'afternoon', 'blink', 'like', 'eye']",evening
8724,"Everyone was at the finals for a reason, they were all what competition?","['competition', 'finals', 'reason']",good at
8725,"It seems weird to have a fast food restaurant with all the local choices, but with all the people what have plenty of them?","['restaurant', 'food', 'choices', 'local', 'people']",big cities
8726,What does a person want to do the first day of school?,"['school', 'day', 'want', 'person', 'does']",meet friends
8727,Why do people take up running?,"['running', 'people']",weight loss
8728,Where are you likely to find a tupperware container?,"['tupperware', 'container', 'likely']",kitchens
8729,The host seated everybody for the meal and took his seat where?,"['seated', 'seat', 'meal', 'host', 'everybody']",head table
8730,Where would you usually find a hole made by an animal?,"['hole', 'animal', 'usually']",ground
8731,What is a place with pictures that a small dog is not allowed into?,"['dog', 'place', 'pictures', 'small', 'allowed']",movies
8732,What are tables sometimes necessary for when a variety of thoughts are needed?,"['tables', 'necessary', 'thoughts', 'variety', 'needed']",conference
