,answerKey,id,question.question_concept,question.choices,question.stem,keywords
8570,E,442c1343013adb9bc51c0420985020c9,track,"[{'label': 'A', 'text': 'stadium'}, {'label': 'B', 'text': 'train station'}, {'label': 'C', 'text': 'subway'}, {'label': 'D', 'text': 'mud'}, {'label': 'E', 'text': 'snow'}]",Where might an animal track be easily visible?,"['track', 'animal', 'visible', 'easily']"
8571,E,1a6922a9b6615192a16e5c586a750a96,eating place,"[{'label': 'A', 'text': 'dinning room'}, {'label': 'B', 'text': 'dining room'}, {'label': 'C', 'text': 'food store'}, {'label': 'D', 'text': 'big city'}, {'label': 'E', 'text': 'restaurant'}]","We were on the highway, driving back home and pulled off to find an eating place called what?","['highway', 'driving', 'eating', 'place', 'home']"
8572,D,fb65539d6690040b3a8d3566beffdf62,snake,"[{'label': 'A', 'text': 'pet shops'}, {'label': 'B', 'text': 'ditch'}, {'label': 'C', 'text': 'feild'}, {'label': 'D', 'text': 'north america'}, {'label': 'E', 'text': 'forest'}]",James loved the flags that had a snake and a motto on it.    It was a symbol of a place located where?,"['snake', 'james', 'flags', 'symbol', 'located']"
8573,A,d0ea15900f2f1e71462a716cb4f5f9a1,key,"[{'label': 'A', 'text': 'pocket'}, {'label': 'B', 'text': 'bus depot'}, {'label': 'C', 'text': 'lock'}, {'label': 'D', 'text': 'purse'}, {'label': 'E', 'text': 'front door'}]","They got to the door and it was locked, he reached in his jeans what to retrieve the key?","['door', 'key', 'locked', 'jeans', 'retrieve']"
8574,C,062388fe1aaa492d83ed071ba554f3f6,sugar,"[{'label': 'A', 'text': 'kitchen'}, {'label': 'B', 'text': 'cabinet'}, {'label': 'C', 'text': ""neighbor's house""}, {'label': 'D', 'text': 'container'}, {'label': 'E', 'text': 'cupboard'}]",Where would you get sugar if you do not have any?,['sugar']
8575,A,ce22a125e001cef57b1ae0d696bc63c6,gentleman,"[{'label': 'A', 'text': 'tuxedo'}, {'label': 'B', 'text': 'big house'}, {'label': 'C', 'text': 'church'}, {'label': 'D', 'text': 'town'}, {'label': 'E', 'text': 'movie'}]",Sarah knew that bob was a gentleman because he took her to a show and was stylish in his what?,"['bob', 'sarah', 'gentleman', 'stylish', 'knew']"
8576,A,bfdab74439c28a5178faabdafa91da34,child,"[{'label': 'A', 'text': 'have sex'}, {'label': 'B', 'text': 'eat vegetables'}, {'label': 'C', 'text': 'go to school'}, {'label': 'D', 'text': 'become adult'}, {'label': 'E', 'text': 'use birth control'}]",In order to give birth to a child you have to do this with a man?,"['birth', 'child', 'order', 'man']"
8577,D,ade8a343a9dea37579c215bdd705967c,live,"[{'label': 'A', 'text': 'animated'}, {'label': 'B', 'text': 'podcast'}, {'label': 'C', 'text': 'broadcast'}, {'label': 'D', 'text': 'recorded'}, {'label': 'E', 'text': 'neutral'}]","The producer didn't want to do the show live, what type of show was he looking for?","['producer', 'live', 'type', 'didn', 'want']"
8578,A,487641546ecfeed396f027325796ab15,run,"[{'label': 'A', 'text': 'fall down'}, {'label': 'B', 'text': 'sweat'}, {'label': 'C', 'text': 'exhaustion'}, {'label': 'D', 'text': 'may trip'}, {'label': 'E', 'text': 'may fall'}]","If I go for a run and don't watch where I place my feet, what's likely to happen?","['feet', 'run', 'watch', 'likely', 'happen']"
8579,E,801e06858bdd24db47521d752ffbeef8,people,"[{'label': 'A', 'text': 'change direction'}, {'label': 'B', 'text': 'save earth'}, {'label': 'C', 'text': 'travel abroad'}, {'label': 'D', 'text': 'believe in god'}, {'label': 'E', 'text': 'waste paper'}]",What happens when people don't recycle packing materials?,"['recycle', 'packing', 'materials', 'people', 'happens']"
8580,B,08be09ef1493313df59884eb5fe35cd4,child,"[{'label': 'A', 'text': 'play tag'}, {'label': 'B', 'text': 'fall down'}, {'label': 'C', 'text': 'flying rock'}, {'label': 'D', 'text': 'breathe'}, {'label': 'E', 'text': 'become adult'}]","The child ran to fast and hit his foot on a rock, what happened next?","['foot', 'child', 'ran', 'rock', 'happened']"
8581,E,3d597b7764fa16297fa07979ddf02046,chair,"[{'label': 'A', 'text': 'airport'}, {'label': 'B', 'text': 'floor'}, {'label': 'C', 'text': 'office'}, {'label': 'D', 'text': 'floor'}, {'label': 'E', 'text': 'bedroom'}]",Where would you keep a chair to toss your clothes on before retiring for the evening?,"['chair', 'clothes', 'evening', 'toss', 'retiring']"
8582,C,25d794a5c2046ecfa92317f0208c2ad6,people,"[{'label': 'A', 'text': 'desire to travel'}, {'label': 'B', 'text': 'talk to each other'}, {'label': 'C', 'text': 'use weapons'}, {'label': 'D', 'text': 'crying'}, {'label': 'E', 'text': 'smoke marijuana'}]",What do people use in the army when they are being attacked?,"['army', 'attacked', 'people', 'use']"
8583,A,d63fae48dca3356bfd6dc82925c40bac,waging war,"[{'label': 'A', 'text': 'death and destruction'}, {'label': 'B', 'text': 'killing people'}, {'label': 'C', 'text': 'defeat'}, {'label': 'D', 'text': 'people die'}, {'label': 'E', 'text': 'evil'}]",What is the large-sclae  general result of waging war?,"['war', 'waging', 'result', 'general', 'large']"
8584,E,d46b609218bcbb2208af197567b2c2a8,quality,"[{'label': 'A', 'text': 'bad taste'}, {'label': 'B', 'text': 'crummy'}, {'label': 'C', 'text': 'cheap'}, {'label': 'D', 'text': 'medium'}, {'label': 'E', 'text': 'poor workmanship'}]","He expected high quality for the money he spent, but the chair fell apart from what?","['chair', 'quality', 'fell', 'money', 'spent']"
8585,D,6c5b54069229455dd7844def5a5b90d1,clothing,"[{'label': 'A', 'text': 'trunk'}, {'label': 'B', 'text': 'washing machine'}, {'label': 'C', 'text': 'closet'}, {'label': 'D', 'text': 'suitcase'}, {'label': 'E', 'text': 'store'}]",Where is clothing found on vacation?,"['clothing', 'vacation']"
8586,D,e7f34849ea05388ca0f8f20b634365ac,sky,"[{'label': 'A', 'text': 'dark'}, {'label': 'B', 'text': 'cloud over'}, {'label': 'C', 'text': 'rain water'}, {'label': 'D', 'text': 'appear blue'}, {'label': 'E', 'text': 'starry'}]",What does the sky look like on a sunny day?,"['sunny', 'sky', 'day', 'look', 'like']"
8587,C,276665e3f6f6f0d3f2ffb9f6af3f8585,singing,"[{'label': 'A', 'text': 'sore throats'}, {'label': 'B', 'text': 'ichiness'}, {'label': 'C', 'text': 'being heard'}, {'label': 'D', 'text': 'change in mood'}, {'label': 'E', 'text': 'hoarse voice'}]","Billy loved singing, because it let him do what?","['singing', 'billy', 'let', 'loved']"
8588,D,747b278f605da7c7c484d3ad4d5247f0,anemone,"[{'label': 'A', 'text': 'intertidal zone'}, {'label': 'B', 'text': 'florida keys'}, {'label': 'C', 'text': 'flower bed'}, {'label': 'D', 'text': 'coral sea'}, {'label': 'E', 'text': 'cool'}]",Many sea anemones live in what group of tiny marine animals?,"['anemones', 'animals', 'sea', 'marine', 'tiny']"
8589,E,ee9f2192e73c377c1b4e53b7a5e63a7a,celebrating,"[{'label': 'A', 'text': 'nausea'}, {'label': 'B', 'text': 'intimacy'}, {'label': 'C', 'text': 'drinking'}, {'label': 'D', 'text': 'riots'}, {'label': 'E', 'text': 'headaches'}]",Celebrating with too many drinks will lead to what kind of pain the next morning?,"['drinks', 'pain', 'celebrating', 'morning', 'kind']"
8590,B,5ed534612a08a91fc6b82352f84a0788,run out of steam,"[{'label': 'A', 'text': 'dying'}, {'label': 'B', 'text': 'quitting'}, {'label': 'C', 'text': ""you'll sleep""}, {'label': 'D', 'text': 'rest'}, {'label': 'E', 'text': 'pause'}]","The competition contestant had simply run out of steam, it seemed she was doing what?","['contestant', 'competition', 'simply', 'steam', 'run']"
8591,C,ef21e75bf4b4a4973a9eb17aab6406aa,kill,"[{'label': 'A', 'text': 'shoot'}, {'label': 'B', 'text': 'commit crime'}, {'label': 'C', 'text': 'damnation'}, {'label': 'D', 'text': 'charming'}, {'label': 'E', 'text': 'think twice'}]",Because of his beliefs he knew that if he were to kill he would suffer what?,"['beliefs', 'kill', 'suffer', 'knew']"
8592,A,b21182a5a825e4925fafc26e508bbded,awake,"[{'label': 'A', 'text': 'deep sleep'}, {'label': 'B', 'text': 'get to sleep'}, {'label': 'C', 'text': 'conscious'}, {'label': 'D', 'text': 'open eyes'}, {'label': 'E', 'text': 'field'}]","He dreamed he was wide awake, but in fact he was in the middle of a very what?","['dreamed', 'awake', 'wide', 'middle', 'fact']"
8593,B,b829eeeefd6ebd13d328a9305f19cf93,books,"[{'label': 'A', 'text': ""friend's house""}, {'label': 'B', 'text': 'large city'}, {'label': 'C', 'text': 'gym'}, {'label': 'D', 'text': 'table'}, {'label': 'E', 'text': 'university'}]",Where can you find many stores with books?,"['books', 'stores']"
8594,D,d51634231ffdf3963c20d58d6127b3f2,government,"[{'label': 'A', 'text': 'trouble'}, {'label': 'B', 'text': 'country'}, {'label': 'C', 'text': 'army'}, {'label': 'D', 'text': 'city'}, {'label': 'E', 'text': 'control'}]",What does the government have control over?,"['government', 'control', 'does']"
8595,E,58b4123e84ebff77c23dc7519989aab4,eating hamburger,"[{'label': 'A', 'text': 'gas'}, {'label': 'B', 'text': 'health problems'}, {'label': 'C', 'text': 'enjoy'}, {'label': 'D', 'text': 'death'}, {'label': 'E', 'text': 'gain weight'}]","The man liked eating hamburger but never exercised, what was the result?","['hamburger', 'exercised', 'eating', 'result', 'man']"
8596,C,9cd3694d49ae866760cc33668298bd9c,human,"[{'label': 'A', 'text': 'civilisation'}, {'label': 'B', 'text': 'underground'}, {'label': 'C', 'text': 'graveyard'}, {'label': 'D', 'text': 'spacecraft'}, {'label': 'E', 'text': 'space shuttle'}]",Where would a human go to be near his or her ancestors?,"['ancestors', 'near', 'human']"
8597,C,2aa5bb167a2dc8c3f8ea7e8e908e6932,politician,"[{'label': 'A', 'text': 'win elections'}, {'label': 'B', 'text': 're elected'}, {'label': 'C', 'text': 'bribe'}, {'label': 'D', 'text': 'power'}, {'label': 'E', 'text': 'the majority vote'}]","James was a politician, but he loved the finer things in life and had few scruples. He took things that he shouldn't have.  What might those things have been?","['james', 'things', 'scruples', 'politician', 'finer']"
8598,B,c27b2059be9986c8ff6679ff46221177,people,"[{'label': 'A', 'text': 'apartment'}, {'label': 'B', 'text': 'street corner'}, {'label': 'C', 'text': 'space shuttle'}, {'label': 'D', 'text': 'public place'}, {'label': 'E', 'text': 'garden'}]",Where do people go if they are looking for a taxi?,"['taxi', 'people', 'looking']"
8599,D,06c403254290b9a0232f8c9377386e11,helping,"[{'label': 'A', 'text': 'heart'}, {'label': 'B', 'text': 'kindness'}, {'label': 'C', 'text': 'satisfaction'}, {'label': 'D', 'text': 'pay'}, {'label': 'E', 'text': 'happiness'}]","The lady fumbled in her purse for change she didn't have, the person beyond offered a helping hand in what?","['purse', 'lady', 'hand', 'fumbled', 'person']"
8600,B,8f325b5a3ccdebf0903ef2e20d615142,people,"[{'label': 'A', 'text': 'talk to each other'}, {'label': 'B', 'text': 'go out'}, {'label': 'C', 'text': 'sing'}, {'label': 'D', 'text': 'make art'}, {'label': 'E', 'text': 'come home'}]",Billy was a very creative person but he wasn't very social. He wanted to meet new people. What would he have to do to accomplish that?,"['billy', 'social', 'creative', 'meet', 'person']"
8601,B,2b9a30298dfbf14339583a4ab1813441,small dog,"[{'label': 'A', 'text': 'dog show'}, {'label': 'B', 'text': 'manhattan apartment'}, {'label': 'C', 'text': 'tree'}, {'label': 'D', 'text': 'farm'}, {'label': 'E', 'text': ""neighbor's yard""}]",Where might someone live if they are only able to have a small dog?,"['dog', 'small', 'live', 'able']"
8602,E,a93d8f37247ac090aaa2b149809613e0,wings,"[{'label': 'A', 'text': 'detroit'}, {'label': 'B', 'text': 'airport'}, {'label': 'C', 'text': 'heaven'}, {'label': 'D', 'text': 'birds'}, {'label': 'E', 'text': 'airplane'}]",What has metal wings?,"['wings', 'metal']"
8603,B,e8df34224f64798f3e379e1fd1fae777,cathode ray tube,"[{'label': 'A', 'text': 'vacuum tube'}, {'label': 'B', 'text': 'television'}, {'label': 'C', 'text': 'screen'}, {'label': 'D', 'text': 'oscilloscope'}, {'label': 'E', 'text': 'computer'}]",What is a  cathode ray tube typically part of?,"['cathode', 'tube', 'ray', 'typically']"
8604,A,0a804c518fd6c8d6013696a8ccbe5274,eloquent,"[{'label': 'A', 'text': 'stammering'}, {'label': 'B', 'text': 'maundering'}, {'label': 'C', 'text': 'speechless'}, {'label': 'D', 'text': 'talking'}, {'label': 'E', 'text': 'tongueless'}]","Ben was usually an eloquent speaker, but this time he had difficulty reading the words on the teleprompter, so he did much what?","['teleprompter', 'ben', 'speaker', 'reading', 'words']"
8605,D,cc78fb1bc528a817492ce8552d76b31d,dogs,"[{'label': 'A', 'text': 'bark'}, {'label': 'B', 'text': 'need food'}, {'label': 'C', 'text': 'own people'}, {'label': 'D', 'text': 'reproduce'}, {'label': 'E', 'text': 'make playmates'}]","If you have two dogs, you'll quickly find that you have many more. This is because dogs are capable of what?","['dogs', 'capable', 'quickly', 'll']"
8606,B,945a33d57d3dc15aee036a95a3961376,people,"[{'label': 'A', 'text': 'town'}, {'label': 'B', 'text': 'apartment'}, {'label': 'C', 'text': 'supermarket'}, {'label': 'D', 'text': 'opera'}, {'label': 'E', 'text': 'crip'}]",What type of dwelling do the people live in?,"['dwelling', 'people', 'live', 'type']"
8607,E,0f44696a7a5ca8dbde8cbd4e533eb54a,box,"[{'label': 'A', 'text': 'closet'}, {'label': 'B', 'text': 'basement'}, {'label': 'C', 'text': 'post office'}, {'label': 'D', 'text': 'water'}, {'label': 'E', 'text': 'garage'}]","John knew that the pictures were in a box, he put them there for long term storage.  He went out and looked for it in what?","['box', 'storage', 'john', 'pictures', 'looked']"
8608,C,4af505b05f7ebf0d26a8e8005b09d1a5,program,"[{'label': 'A', 'text': 'stare at computer screen'}, {'label': 'B', 'text': 'compile'}, {'label': 'C', 'text': 'get frustrated'}, {'label': 'D', 'text': 'write code'}, {'label': 'E', 'text': 'think logically'}]","The person was having a difficult time understanding the computer program, they were beginning to what?","['understanding', 'computer', 'program', 'beginning', 'difficult']"
8609,D,22a54db82e776994923ff33889b241b2,driving car,"[{'label': 'A', 'text': 'concentrate'}, {'label': 'B', 'text': 'change gears'}, {'label': 'C', 'text': 'have fun'}, {'label': 'D', 'text': 'listen to radio'}, {'label': 'E', 'text': 'play'}]","Driving car can be monotonous, so many turn the dial and do what?","['driving', 'car', 'monotonous', 'turn', 'dial']"
8610,E,710146303af5ed5b5a69a3e3c8c77dd8,kiss,"[{'label': 'A', 'text': 'eat out'}, {'label': 'B', 'text': 'embrace'}, {'label': 'C', 'text': 'falling in love'}, {'label': 'D', 'text': 'smile'}, {'label': 'E', 'text': 'fall in love'}]",It wasn't at first sight but at first kiss when the two began to what with one another?,"['kiss', 'sight', 'began', 'wasn']"
8611,C,a014a1dfa386ab437c6fb38c2ceabe30,traveling,"[{'label': 'A', 'text': 'getting somewhere'}, {'label': 'B', 'text': 'motion sickness'}, {'label': 'C', 'text': 'meeting new people'}, {'label': 'D', 'text': 'disorientation'}, {'label': 'E', 'text': 'bad food'}]","Choosing a cruise for traveling can have many benefits, socially you're in close proximity strangers and get to experience what more quickly?","['cruise', 'traveling', 'benefits', 'socially', 'experience']"
8612,D,3430a2e1771412af79cdb0f111503542,live,"[{'label': 'A', 'text': 'recorded'}, {'label': 'B', 'text': 'eavesdropping'}, {'label': 'C', 'text': 'neutral'}, {'label': 'D', 'text': 'broadcast'}, {'label': 'E', 'text': 'death'}]",Sam was performing live.  John couldn't be there but he still listened.  What did he listen to?,"['listened', 'sam', 'listen', 'john', 'performing']"
8613,A,558b551603945786d40d98bfa7687378,chess board,"[{'label': 'A', 'text': 'retirement community'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'cabinet'}, {'label': 'D', 'text': 'toy store'}, {'label': 'E', 'text': 'old town'}]",The chess board had to be wheel chair accessible for the old folks living in the what?,"['chess', 'board', 'chair', 'wheel', 'accessible']"
8614,E,ace1d3d5527c37f6b26d394bac7dc2cc,telling many people about,"[{'label': 'A', 'text': 'accomplish'}, {'label': 'B', 'text': 'notoriety'}, {'label': 'C', 'text': 'hellfire'}, {'label': 'D', 'text': 'learn about'}, {'label': 'E', 'text': 'religion'}]",What are mission workers constantly telling many people about?,"['mission', 'workers', 'people', 'telling', 'constantly']"
8615,A,4984eaa94c80a6bdd49a13d2dd7b6ac3,clavichord,"[{'label': 'A', 'text': 'music hall'}, {'label': 'B', 'text': 'museum'}, {'label': 'C', 'text': 'movie show'}, {'label': 'D', 'text': 'music room'}, {'label': 'E', 'text': 'parlor'}]",Where would you expect to hear a clavichord being used?,"['clavichord', 'used', 'hear', 'expect']"
8616,E,64726eec7dfd0dae88e7cb32199bb8eb,driving car,"[{'label': 'A', 'text': 'relaxation'}, {'label': 'B', 'text': 'wreak'}, {'label': 'C', 'text': 'flowers'}, {'label': 'D', 'text': 'car crash'}, {'label': 'E', 'text': 'smoke'}]",What could happen to a car if it crashes?,"['car', 'crashes', 'happen']"
8617,C,d9c08789f1b2e06c6af611702034f43e,shark,"[{'label': 'A', 'text': 'great barrier reef'}, {'label': 'B', 'text': 'deep ocean'}, {'label': 'C', 'text': 'maritime museum'}, {'label': 'D', 'text': 'ocean'}, {'label': 'E', 'text': 'pool hall'}]",Where would you find a shark that is not alive?,"['shark', 'alive']"
8618,D,cbecd975d0134c0044a57079230543aa,playing,"[{'label': 'A', 'text': 'learning'}, {'label': 'B', 'text': 'getting tired'}, {'label': 'C', 'text': 'injuries'}, {'label': 'D', 'text': 'having fun'}, {'label': 'E', 'text': 'winning'}]","By laughing while playing, what were the children doing?","['laughing', 'children', 'playing', 'doing']"
8619,E,3f67bc0f2a21b7ac62e96c559b8550b8,toilet,"[{'label': 'A', 'text': 'apartment'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'bedroom'}, {'label': 'D', 'text': 'motel room'}, {'label': 'E', 'text': 'bathroom'}]",Billy  found that his toilet was overflowing.  Water was splashing onto  the floor and making a huge mess.  He got a mop and tried to clean it up.  Where might the toilet be located?,"['toilet', 'overflowing', 'mop', 'water', 'floor']"
8620,B,c07b311bb92af482c54c6da8777b42d4,dancing,"[{'label': 'A', 'text': 'becoming tired'}, {'label': 'B', 'text': 'sore feet'}, {'label': 'C', 'text': 'sweat'}, {'label': 'D', 'text': 'wearing beads'}, {'label': 'E', 'text': 'having fun'}]",What could prevent someone from starting to dance?,"['dance', 'prevent', 'starting']"
8621,B,51425561ae4438a98e1548b708242df3,small dog,"[{'label': 'A', 'text': 'movies'}, {'label': 'B', 'text': 'photograph'}, {'label': 'C', 'text': 'basket'}, {'label': 'D', 'text': 'laboratory'}, {'label': 'E', 'text': 'school'}]",What's a good way to remember your small dog after he's gone?,"['dog', 'remember', 'small', 'gone', 'good']"
8622,B,85df5b94433b0570d19387c4dcc14d6a,shark,"[{'label': 'A', 'text': 'ocean'}, {'label': 'B', 'text': 'tropical waters'}, {'label': 'C', 'text': 'sea world'}, {'label': 'D', 'text': 'tomales bay'}, {'label': 'E', 'text': 'great oceans'}]","The shark was feeling cold, what did it decide to look for?","['shark', 'cold', 'feeling', 'look', 'decide']"
8623,C,df6cbafda14519a576c9a4a113ca9dba,releasing energy,"[{'label': 'A', 'text': 'being fired'}, {'label': 'B', 'text': 'wonderful'}, {'label': 'C', 'text': 'exhaustion'}, {'label': 'D', 'text': 'damage'}, {'label': 'E', 'text': 'feeling cold'}]",After working out and releasing energy all day how are you likely to feel?,"['energy', 'day', 'feel', 'working', 'releasing']"
8624,D,737b9650ca547273c659da47fec293db,stock,"[{'label': 'A', 'text': 'machine gun'}, {'label': 'B', 'text': 'fishing rod'}, {'label': 'C', 'text': 'tin can'}, {'label': 'D', 'text': 'artillery'}, {'label': 'E', 'text': 'double in worth'}]",Where do you stock weaponry?,"['weaponry', 'stock']"
8625,E,ad69df540478edd697ad447038791fde,condominium,"[{'label': 'A', 'text': 'michigan'}, {'label': 'B', 'text': 'washington'}, {'label': 'C', 'text': 'california'}, {'label': 'D', 'text': 'community'}, {'label': 'E', 'text': 'florida'}]","She wanted a condominium near the Gulf of Mexico, where should she look for one?","['condominium', 'gulf', 'mexico', 'near', 'wanted']"
8626,C,5d6dfe59e1af5ffec423b84cc187de73,lizard,"[{'label': 'A', 'text': 'alaska'}, {'label': 'B', 'text': 'garden'}, {'label': 'C', 'text': 'new mexico'}, {'label': 'D', 'text': 'rocks'}, {'label': 'E', 'text': 'dessert'}]",Where does a lizard likely live?,"['lizard', 'live', 'likely', 'does']"
8627,A,61b628e07288f391b236c1932ba03aef,person,"[{'label': 'A', 'text': 'ipod'}, {'label': 'B', 'text': 'own house'}, {'label': 'C', 'text': 'passionate kisses'}, {'label': 'D', 'text': 'watch youtube'}, {'label': 'E', 'text': 'comfortable clothes'}]",Why would a jogger have headphones in?,"['headphones', 'jogger']"
8628,D,8d002e40f8fb86f22b6a943b3552fb42,actor,"[{'label': 'A', 'text': 'branch out'}, {'label': 'B', 'text': 'eat curry'}, {'label': 'C', 'text': 'wear costume'}, {'label': 'D', 'text': 'pretend'}, {'label': 'E', 'text': 'sing songs'}]",What does an actor do while acting?,"['acting', 'actor', 'does']"
8629,C,682e2dd342cccc5ab6c40acfd8d5fec3,pot,"[{'label': 'A', 'text': 'kitchen drawer'}, {'label': 'B', 'text': 'closet'}, {'label': 'C', 'text': 'greenhouse'}, {'label': 'D', 'text': 'cupboard'}, {'label': 'E', 'text': 'restaurant'}]",Where would you find a pot with something alive in it?,"['pot', 'alive']"
8630,E,8dbbfe9b5fa327e6c89278e3ed4f9d27,electronics store,"[{'label': 'A', 'text': 'strip mall'}, {'label': 'B', 'text': 'buy battery'}, {'label': 'C', 'text': 'building'}, {'label': 'D', 'text': 'zoo'}, {'label': 'E', 'text': 'shopping mall'}]","The electronics store benefited from people walking from the food kiosks, where was it located?","['kiosks', 'store', 'located', 'electronics', 'walking']"
8631,E,af46ef0a03e38d7b3703728d96d5bf22,breathing fresh air,"[{'label': 'A', 'text': 'feeling better'}, {'label': 'B', 'text': 'oxygen intake'}, {'label': 'C', 'text': 'think more clearly'}, {'label': 'D', 'text': 'happiness'}, {'label': 'E', 'text': 'feeling refreshed'}]",After being stuck indoors all day breathing fresh air would lead to what?,"['air', 'breathing', 'indoors', 'fresh', 'day']"
8632,A,365f96d441ddfcdf16657c2042d8486d,excavation,"[{'label': 'A', 'text': 'quarry'}, {'label': 'B', 'text': 'work area'}, {'label': 'C', 'text': 'desert'}, {'label': 'D', 'text': 'a pile of dirt'}, {'label': 'E', 'text': 'under ground'}]",What will there be after an excavation is finished?,"['excavation', 'finished']"
8633,E,7ce69aef26d11e11cac9a8e30d286995,driving,"[{'label': 'A', 'text': 'dangerous'}, {'label': 'B', 'text': 'stressful'}, {'label': 'C', 'text': 'being followed by'}, {'label': 'D', 'text': 'honk the horn'}, {'label': 'E', 'text': 'deadly'}]",The study showed driving while sleep deprived led to as many what accidents as being drunk?,"['driving', 'accidents', 'drunk', 'sleep', 'study']"
8634,A,fbbd03c1d81bce4dd676b74029091cae,pebble,"[{'label': 'A', 'text': 'aquarium'}, {'label': 'B', 'text': 'creek'}, {'label': 'C', 'text': 'pet store'}, {'label': 'D', 'text': 'playground'}, {'label': 'E', 'text': 'pond'}]","A colorful pebble falls on a goldfish, where is the pebble?","['goldfish', 'pebble', 'colorful', 'falls']"
8635,B,e002f78c9e6ca76d437d77b527b27a22,adopt,"[{'label': 'A', 'text': 'biological child'}, {'label': 'B', 'text': 'give away'}, {'label': 'C', 'text': 'birth'}, {'label': 'D', 'text': 'abandon'}, {'label': 'E', 'text': 'orphan'}]",Before someone can adopt the parent must do what with their offspring?,"['adopt', 'parent', 'offspring']"
8636,B,02b9f755c17403ea73f788976baab85b,believe,"[{'label': 'A', 'text': 'deny'}, {'label': 'B', 'text': 'skepticism'}, {'label': 'C', 'text': 'doubt'}, {'label': 'D', 'text': 'disbelief'}, {'label': 'E', 'text': 'paranoid'}]","While he wanted to believe, what mindset prevented him from accepting it?","['believe', 'mindset', 'accepting', 'prevented', 'wanted']"
8637,D,a0486f84fb6b8fe7ce7f7fde2ff3f10b,skating,"[{'label': 'A', 'text': 'move fast'}, {'label': 'B', 'text': 'might fall'}, {'label': 'C', 'text': 'injuries'}, {'label': 'D', 'text': 'increased heart rate'}, {'label': 'E', 'text': 'hurt him'}]","John didn't like skating much, but he liked it more than his other options.  The doctor said that he needed to take better care of himself, and skating was an activity that did what to him?","['skating', 'john', 'doctor', 'activity', 'didn']"
8638,C,edf71352174b3cceac92251da9d2a00b,reply,"[{'label': 'A', 'text': 'ask'}, {'label': 'B', 'text': 'question'}, {'label': 'C', 'text': 'ignore'}, {'label': 'D', 'text': 'answer'}, {'label': 'E', 'text': 'mute'}]",what does someone do when they do not reply to a question?,"['reply', 'question', 'does']"
8639,E,8b3a8b4c7724b4a996ca90c65416ca18,forward,"[{'label': 'A', 'text': 'constraint'}, {'label': 'B', 'text': 'back'}, {'label': 'C', 'text': 'backwards'}, {'label': 'D', 'text': 'past'}, {'label': 'E', 'text': 'restrained'}]",Why would you be unable to walk forward?,"['forward', 'walk', 'unable']"
8640,C,d3db4dd2abaff1449d12c9506d8daff4,concert hall,"[{'label': 'A', 'text': 'stadium'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'commercial building'}, {'label': 'D', 'text': 'theater'}, {'label': 'E', 'text': 'university building'}]",Where is one unlikely to find a concert hall?,"['concert', 'hall', 'unlikely']"
8641,E,709351bb7237feb1d9b69f1a6f7644c5,window,"[{'label': 'A', 'text': 'building'}, {'label': 'B', 'text': ""friend's house""}, {'label': 'C', 'text': 'front door'}, {'label': 'D', 'text': 'school'}, {'label': 'E', 'text': 'classroom'}]",John opened the window and climbed out because he didn't want to listen to someone for an hour. Where might he have been?,"['window', 'john', 'climbed', 'listen', 'hour']"
8642,D,fc268a84c494543ba08f9b7a17b53292,clipboard,"[{'label': 'A', 'text': 'windows 95'}, {'label': 'B', 'text': 'school'}, {'label': 'C', 'text': 'ammunition shop'}, {'label': 'D', 'text': 'office supply store'}, {'label': 'E', 'text': 'desk'}]",Sam ran out of clipboards. Where might he got for more?,"['clipboards', 'sam', 'ran', 'got']"
8643,A,240ec5365047d2785e33264802406308,staying in bed,"[{'label': 'A', 'text': 'bed sores'}, {'label': 'B', 'text': 'missing out'}, {'label': 'C', 'text': 'nervous'}, {'label': 'D', 'text': 'comfort'}, {'label': 'E', 'text': 'resting'}]","The old man would be stuck staying in bed, part of the nurse's job was to move him so he wouldn't get what?","['nurse', 'bed', 'job', 'old', 'wouldn']"
8644,B,52f56d126b375110b42ef92b11f75e3e,cat,"[{'label': 'A', 'text': 'ground'}, {'label': 'B', 'text': 'sand box'}, {'label': 'C', 'text': 'michigan'}, {'label': 'D', 'text': 'warm bed'}, {'label': 'E', 'text': 'warm place'}]",Where would a cat like to relieve himself?,"['cat', 'relieve', 'like']"
8645,B,debd1a304778c6774353250088b4d6b5,wooden rod,"[{'label': 'A', 'text': 'hardware store'}, {'label': 'B', 'text': 'old houses'}, {'label': 'C', 'text': 'clock shop'}, {'label': 'D', 'text': 'connecting pieces of wood'}, {'label': 'E', 'text': 'old clock'}]",Where would you put a wooden rod after buying it if you do not have any clocks?,"['clocks', 'rod', 'wooden', 'buying']"
8646,C,c7ac74d3a39d47bac44de5e720447db7,standing in queue,"[{'label': 'A', 'text': 'whistle'}, {'label': 'B', 'text': 'look around'}, {'label': 'C', 'text': 'daydreaming'}, {'label': 'D', 'text': 'park'}, {'label': 'E', 'text': 'impatience'}]",When standing in queue for a long time you will more than likely be?,"['queue', 'standing', 'likely', 'long', 'time']"
